Sample_ID,sample,pcr_rep,Sample_Plate,taxon,Sample Code,Sample Label,field_rep,Sample_Date,Metadata Reference,depth,meters,reads
e00276_2,e00276,2,YUMI_eDNA_Plate2,Gadidae,2021223001,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS,2,m,0
e00276_2,e00276,2,YUMI_eDNA_Plate2,Ammodytidae,2021223001,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS,2,m,5183
e00276_2,e00276,2,YUMI_eDNA_Plate2,Oncorhynchus,2021223001,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS,2,m,3247
e00276_2,e00276,2,YUMI_eDNA_Plate2,Cottidae,2021223001,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS,2,m,10
e00276_2,e00276,2,YUMI_eDNA_Plate2,Pleuronectidae,2021223001,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS,2,m,0
e00277_2,e00277,2,YUMI_eDNA_Plate2,Clupeidae,2021223002,Cook Inlet,A,2021-07-29T00:00:00Z,Yumi_USGS,2,m,91
e00277_2,e00277,2,YUMI_eDNA_Plate2,Gadidae,2021223002,Cook Inlet,A,2021-07-29T00:00:00Z,Yumi_USGS,2,m,0
e00277_2,e00277,2,YUMI_eDNA_Plate2,Ammodytidae,2021223002,Cook Inlet,A,2021-07-29T00:00:00Z,Yumi_USGS,2,m,0
e00277_2,e00277,2,YUMI_eDNA_Plate2,Cottidae,2021223002,Cook Inlet,A,2021-07-29T00:00:00Z,Yumi_USGS,2,m,8294
e00277_2,e00277,2,YUMI_eDNA_Plate2,Agonidae,2021223002,Cook Inlet,A,2021-07-29T00:00:00Z,Yumi_USGS,2,m,3
e00277_2,e00277,2,YUMI_eDNA_Plate2,Pholis,2021223002,Cook Inlet,A,2021-07-29T00:00:00Z,Yumi_USGS,2,m,3
e00277_2,e00277,2,YUMI_eDNA_Plate2,Pleuronectidae,2021223002,Cook Inlet,A,2021-07-29T00:00:00Z,Yumi_USGS,2,m,5489
e00277_2,e00277,2,YUMI_eDNA_Plate2,Mallotus_villosus,2021223002,Cook Inlet,A,2021-07-29T00:00:00Z,Yumi_USGS,2,m,0
e00278_2,e00278,2,YUMI_eDNA_Plate2,Clupeidae,2021223002,Cook Inlet,B,2021-07-29T00:00:00Z,Yumi_USGS,2,m,3969
e00278_2,e00278,2,YUMI_eDNA_Plate2,Ammodytidae,2021223002,Cook Inlet,B,2021-07-29T00:00:00Z,Yumi_USGS,2,m,21
e00278_2,e00278,2,YUMI_eDNA_Plate2,Gadidae,2021223002,Cook Inlet,B,2021-07-29T00:00:00Z,Yumi_USGS,2,m,0
e00278_2,e00278,2,YUMI_eDNA_Plate2,Oncorhynchus,2021223002,Cook Inlet,B,2021-07-29T00:00:00Z,Yumi_USGS,2,m,89
e00278_2,e00278,2,YUMI_eDNA_Plate2,Cottidae,2021223002,Cook Inlet,B,2021-07-29T00:00:00Z,Yumi_USGS,2,m,15
e00278_2,e00278,2,YUMI_eDNA_Plate2,Agonidae,2021223002,Cook Inlet,B,2021-07-29T00:00:00Z,Yumi_USGS,2,m,7
e00278_2,e00278,2,YUMI_eDNA_Plate2,Pleuronectidae,2021223002,Cook Inlet,B,2021-07-29T00:00:00Z,Yumi_USGS,2,m,2
e00278_2,e00278,2,YUMI_eDNA_Plate2,Mallotus_villosus,2021223002,Cook Inlet,B,2021-07-29T00:00:00Z,Yumi_USGS,2,m,37
e00279_2,e00279,2,YUMI_eDNA_Plate2,Ammodytidae,2021223002,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS,2,m,0
e00279_2,e00279,2,YUMI_eDNA_Plate2,Oncorhynchus,2021223002,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS,2,m,7397
e00279_2,e00279,2,YUMI_eDNA_Plate2,Gadidae,2021223002,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS,2,m,2481
e00279_2,e00279,2,YUMI_eDNA_Plate2,Pleuronectidae,2021223002,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS,2,m,0
e00279_2,e00279,2,YUMI_eDNA_Plate2,Artedius_fenestralis,2021223002,Cook Inlet,C,2021-07-29T00:00:00Z,Yumi_USGS,2,m,1
e00280_2,e00280,2,YUMI_eDNA_Plate2,Clupeidae,2021226001,Cook Inlet,A,2021-07-27T00:00:00Z,Yumi_USGS,50,m,0
e00280_2,e00280,2,YUMI_eDNA_Plate2,Oncorhynchus,2021226001,Cook Inlet,A,2021-07-27T00:00:00Z,Yumi_USGS,50,m,1
e00280_2,e00280,2,YUMI_eDNA_Plate2,Ammodytidae,2021226001,Cook Inlet,A,2021-07-27T00:00:00Z,Yumi_USGS,50,m,901
e00280_2,e00280,2,YUMI_eDNA_Plate2,Gadidae,2021226001,Cook Inlet,A,2021-07-27T00:00:00Z,Yumi_USGS,50,m,0
e00280_2,e00280,2,YUMI_eDNA_Plate2,Mallotus_villosus,2021226001,Cook Inlet,A,2021-07-27T00:00:00Z,Yumi_USGS,50,m,1147
e00281_2,e00281,2,YUMI_eDNA_Plate2,Clupeidae,2021226001,Cook Inlet,B,2021-07-27T00:00:00Z,Yumi_USGS,50,m,0
e00281_2,e00281,2,YUMI_eDNA_Plate2,Gadidae,2021226001,Cook Inlet,B,2021-07-27T00:00:00Z,Yumi_USGS,50,m,0
e00281_2,e00281,2,YUMI_eDNA_Plate2,Oncorhynchus,2021226001,Cook Inlet,B,2021-07-27T00:00:00Z,Yumi_USGS,50,m,0
e00281_2,e00281,2,YUMI_eDNA_Plate2,Ammodytidae,2021226001,Cook Inlet,B,2021-07-27T00:00:00Z,Yumi_USGS,50,m,0
e00281_2,e00281,2,YUMI_eDNA_Plate2,Salmonidae,2021226001,Cook Inlet,B,2021-07-27T00:00:00Z,Yumi_USGS,50,m,1
e00282_2,e00282,2,YUMI_eDNA_Plate2,Oncorhynchus,2021226001,Cook Inlet,C,2021-07-27T00:00:00Z,Yumi_USGS,50,m,0
e00282_2,e00282,2,YUMI_eDNA_Plate2,Ammodytidae,2021226001,Cook Inlet,C,2021-07-27T00:00:00Z,Yumi_USGS,50,m,0
e00282_2,e00282,2,YUMI_eDNA_Plate2,Pleuronectidae,2021226001,Cook Inlet,C,2021-07-27T00:00:00Z,Yumi_USGS,50,m,105
e00282_2,e00282,2,YUMI_eDNA_Plate2,Perciformes,2021226001,Cook Inlet,C,2021-07-27T00:00:00Z,Yumi_USGS,50,m,1
e00282_2,e00282,2,YUMI_eDNA_Plate2,Pholis,2021226001,Cook Inlet,C,2021-07-27T00:00:00Z,Yumi_USGS,50,m,49
e00282_2,e00282,2,YUMI_eDNA_Plate2,Cottidae,2021226001,Cook Inlet,C,2021-07-27T00:00:00Z,Yumi_USGS,50,m,41
e00282_2,e00282,2,YUMI_eDNA_Plate2,Mallotus_villosus,2021226001,Cook Inlet,C,2021-07-27T00:00:00Z,Yumi_USGS,50,m,70
e00283_2,e00283,2,YUMI_eDNA_Plate2,Clupeidae,2021221001,Cook Inlet,A,2021-07-30T00:00:00Z,Yumi_USGS,35,m,66
e00283_2,e00283,2,YUMI_eDNA_Plate2,Gadidae,2021221001,Cook Inlet,A,2021-07-30T00:00:00Z,Yumi_USGS,35,m,0
e00283_2,e00283,2,YUMI_eDNA_Plate2,Ammodytidae,2021221001,Cook Inlet,A,2021-07-30T00:00:00Z,Yumi_USGS,35,m,8158
e00283_2,e00283,2,YUMI_eDNA_Plate2,Pleuronectidae,2021221001,Cook Inlet,A,2021-07-30T00:00:00Z,Yumi_USGS,35,m,0
e00283_2,e00283,2,YUMI_eDNA_Plate2,Oncorhynchus,2021221001,Cook Inlet,A,2021-07-30T00:00:00Z,Yumi_USGS,35,m,0
e00283_2,e00283,2,YUMI_eDNA_Plate2,Sebastidae,2021221001,Cook Inlet,A,2021-07-30T00:00:00Z,Yumi_USGS,35,m,0
e00283_2,e00283,2,YUMI_eDNA_Plate2,Perciformes,2021221001,Cook Inlet,A,2021-07-30T00:00:00Z,Yumi_USGS,35,m,7
e00283_2,e00283,2,YUMI_eDNA_Plate2,Agonidae,2021221001,Cook Inlet,A,2021-07-30T00:00:00Z,Yumi_USGS,35,m,5
e00283_2,e00283,2,YUMI_eDNA_Plate2,Mallotus_villosus,2021221001,Cook Inlet,A,2021-07-30T00:00:00Z,Yumi_USGS,35,m,898
e00283_2,e00283,2,YUMI_eDNA_Plate2,Cottidae,2021221001,Cook Inlet,A,2021-07-30T00:00:00Z,Yumi_USGS,35,m,8
e00284_2,e00284,2,YUMI_eDNA_Plate2,Gadidae,2021221001,Cook Inlet,B,2021-07-30T00:00:00Z,Yumi_USGS,35,m,0
e00284_2,e00284,2,YUMI_eDNA_Plate2,Ammodytidae,2021221001,Cook Inlet,B,2021-07-30T00:00:00Z,Yumi_USGS,35,m,0
e00284_2,e00284,2,YUMI_eDNA_Plate2,Agonidae,2021221001,Cook Inlet,B,2021-07-30T00:00:00Z,Yumi_USGS,35,m,9687
e00284_2,e00284,2,YUMI_eDNA_Plate2,Lycodapus,2021221001,Cook Inlet,B,2021-07-30T00:00:00Z,Yumi_USGS,35,m,1
e00284_2,e00284,2,YUMI_eDNA_Plate2,Mallotus_villosus,2021221001,Cook Inlet,B,2021-07-30T00:00:00Z,Yumi_USGS,35,m,14
e00285_2,e00285,2,YUMI_eDNA_Plate2,Clupeidae,2021221001,Cook Inlet,C,2021-07-30T00:00:00Z,Yumi_USGS,35,m,0
e00285_2,e00285,2,YUMI_eDNA_Plate2,Ammodytidae,2021221001,Cook Inlet,C,2021-07-30T00:00:00Z,Yumi_USGS,35,m,1086
e00285_2,e00285,2,YUMI_eDNA_Plate2,Gadidae,2021221001,Cook Inlet,C,2021-07-30T00:00:00Z,Yumi_USGS,35,m,333
e00285_2,e00285,2,YUMI_eDNA_Plate2,Agonidae,2021221001,Cook Inlet,C,2021-07-30T00:00:00Z,Yumi_USGS,35,m,1
e00285_2,e00285,2,YUMI_eDNA_Plate2,Stichaeidae,2021221001,Cook Inlet,C,2021-07-30T00:00:00Z,Yumi_USGS,35,m,2
e00286_2,e00286,2,YUMI_eDNA_Plate2,Clupeidae,2021125001,Cook Inlet,A,2021-07-18T00:00:00Z,Yumi_USGS,25,m,2974
e00286_2,e00286,2,YUMI_eDNA_Plate2,Ammodytidae,2021125001,Cook Inlet,A,2021-07-18T00:00:00Z,Yumi_USGS,25,m,2860
e00286_2,e00286,2,YUMI_eDNA_Plate2,Pleuronectidae,2021125001,Cook Inlet,A,2021-07-18T00:00:00Z,Yumi_USGS,25,m,0
e00286_2,e00286,2,YUMI_eDNA_Plate2,Agonidae,2021125001,Cook Inlet,A,2021-07-18T00:00:00Z,Yumi_USGS,25,m,1
e00286_2,e00286,2,YUMI_eDNA_Plate2,Mallotus_villosus,2021125001,Cook Inlet,A,2021-07-18T00:00:00Z,Yumi_USGS,25,m,0
e00287_2,e00287,2,YUMI_eDNA_Plate2,Clupeidae,2021125001,Cook Inlet,B,2021-07-18T00:00:00Z,Yumi_USGS,25,m,8
e00287_2,e00287,2,YUMI_eDNA_Plate2,Ammodytidae,2021125001,Cook Inlet,B,2021-07-18T00:00:00Z,Yumi_USGS,25,m,2295
e00287_2,e00287,2,YUMI_eDNA_Plate2,Gadidae,2021125001,Cook Inlet,B,2021-07-18T00:00:00Z,Yumi_USGS,25,m,0
e00287_2,e00287,2,YUMI_eDNA_Plate2,Oncorhynchus,2021125001,Cook Inlet,B,2021-07-18T00:00:00Z,Yumi_USGS,25,m,0
YumiPOSITIVE_2,YumiPOSITIVE,2,YUMI_eDNA_Plate2,Clupeidae,pcr_negative,NA,NA,NA,NA,NA,NA,0
YumiPOSITIVE_2,YumiPOSITIVE,2,YUMI_eDNA_Plate2,Ammodytidae,pcr_negative,NA,NA,NA,NA,NA,NA,0
YumiPOSITIVE_2,YumiPOSITIVE,2,YUMI_eDNA_Plate2,Oncorhynchus,pcr_negative,NA,NA,NA,NA,NA,NA,0
YumiPOSITIVE_2,YumiPOSITIVE,2,YUMI_eDNA_Plate2,Gadidae,pcr_negative,NA,NA,NA,NA,NA,NA,0
YumiPOSITIVE_2,YumiPOSITIVE,2,YUMI_eDNA_Plate2,Mallotus_villosus,pcr_negative,NA,NA,NA,NA,NA,NA,0
